qid,prediction,gt_label
WebQTest-453,"['Bribri Language', 'Limonese Creole', 'Jamaican Creole English Language', 'Spanish Language']","['Bribri Language', 'Jamaican Creole English Language', 'Limonese Creole', 'Spanish Language']"
WebQTest-479,Abstain,['University of Oklahoma']
WebQTest-509,"['Federal republic', 'Presidential system']","['Presidential system', 'Federal republic']"
WebQTest-532,Abstain,['Football']
WebQTest-559,"['Piano', 'Violin']","['Piano', 'Violin']"
WebQTest-585,['England'],['England']
WebQTest-612,Abstain,['Carolina Panthers']
WebQTest-635,"['Eric Cartman', 'Kyle Broflovski', 'Ms. Cartman', 'Token Black', 'Bebe Stevens', 'Sharon Marsh', 'Kenny McCormick', 'Stan Marsh', 'Butters Stotch', 'Mr. Garrison', 'Gerald and Sheila Broflovski', 'Jimbo Kearn', 'Fosse McDonald', 'Chef', 'Principal Victoria']","['Kenny McCormick', 'Kyle Broflovski', 'Wizard of Oz', 'Terrance Henry Stoot', 'Gerald Broflovski', 'Bill Gates', 'Ethan Hawke', 'Chris', 'George Clooney', 'Danny Glover', 'Jimbo Kearn', 'Saddam Hussein', 'James Humphries', 'Former Columbine Student', 'Doug Remer', 'Hermaphrodite', 'Taper Guy', 'Kyle / Kenny / Jesus', 'Dave the Lighting Guy', 'Man toasting drinks at MCA outdoor bar', 'Ticket Taker']"
WebQTest-657,['Memphis'],['Memphis']
WebQTest-680,Abstain,"['Manchester City F.C.', 'Argentina national football team', 'Club Atlético Independiente', 'Atlético Madrid']"
WebQTest-704,Abstain,"['Film Producer', 'Adventurer', 'Film director', 'Ethnographer', 'Scientist', 'Cinematographer']"
WebQTest-728,Abstain,"['Nancy Pelosi', 'John Boehner']"
WebQTest-752,['Coca-Cola'],['Coca-Cola']
WebQTest-775,Abstain,"['Imperial War Museum North', 'Urbis', 'Old Trafford', 'Whitworth Art Gallery', 'Manchester Art Gallery', 'Manchester Museum', 'Manchester Jewish Museum', 'Great Manchester Run', 'Chinatown, Manchester', 'Manchester Cathedral', 'The Moon Under Water, Manchester', 'Wheel of Manchester', 'Albert Hall, Manchester']"
WebQTest-800,Abstain,['World War II']
WebQTest-830,"['Reading', 'United States of America']",['Reading']
WebQTest-857,Abstain,"['Georgia', 'Alabama']"
WebQTest-881,Abstain,"['Chiraq', 'Garfield: The Movie', 'Even Money', 'American Son', 'Men in Black II', 'Shall We Dance?', ""Ball Don't Lie"", 'The Killing Room', 'Weapons', 'Underclassman', 'Roll Bounce', 'Monster House', 'Goal II: Living the Dream', 'Drumline', 'Bobby', ""Love Don't Cost a Thing"", 'Day of the Dead', 'Whatever It Takes', 'The Adventures of Brer Rabbit', 'A Very School Gyrls Holla-Day', 'Drumline: A New Beat']"
WebQTest-903,Abstain,"['Belgium', 'Bulgaria', 'Bosnia and Herzegovina', 'Northern Cyprus', 'Turkey', 'Germany', 'Kazakhstan', 'Republic of Kosovo', 'Netherlands', 'Norway', 'Syria', 'United Kingdom', 'United States of America', 'Iraq', 'Canada', 'Sweden', 'France', 'Algeria', 'Austria', 'Azerbaijan', 'Kyrgyzstan', 'Denmark']"
WebQTest-929,"['John C. Lester', 'Richard R. Reed', 'J. Calvin Jones', 'Frank O. McCord', 'John B. Kennedy', 'James R. Crowe']","['John C. Lester', 'John B. Kennedy', 'James R. Crowe', 'Frank O. McCord', 'Richard R. Reed', 'J. Calvin Jones']"
WebQTest-957,['Sioux language'],"['English Language', 'Sioux language', 'French']"
WebQTest-979,['Barbadian dollar'],['Barbadian dollar']
WebQTest-1002,Abstain,"['Richard Harris', 'Michael Gambon', 'Toby Regbo', 'Dane Farwell']"
WebQTest-1028,Abstain,"['Christian Bale', 'Edward Furlong', 'Michael Edwards', 'Nick Stahl', 'Dalton Abbott']"
WebQTest-1050,Abstain,['Meg Griffin']
WebQTest-1077,['Russian Language'],"['Osetin Language', 'Chechen Language', 'Tatar Language', 'Azerbaijani language', 'Abaza Language', 'Mari language', 'Bashkir Language', 'Avar Language', 'Aghul language', 'Tsakhur Language', 'Tuvin Language', 'Moksha Language', 'Erzya Language', 'Kalmyk-Oirat Language', 'Kabardian Language', 'Adyghe Language', 'Rutul language', 'Lezgi Language', 'Ingush Language', 'Altai language', 'Crimean Turkish Language', 'Nogai Language', 'Dargwa Language', 'Komi language', 'Udmurt Language', 'Kumyk Language', 'Karachay-Balkar Language', 'Buryat language', 'Yakut Language', 'Russian Language', 'Tabassaran Language', 'Yiddish Language', 'Lak Language', 'Khakas Language', 'Ukrainian Language']"
WebQTest-1099,Abstain,['Brazil national football team']
WebQTest-1121,Abstain,"['United we stand, divided we fall']"
WebQTest-1149,"['2009-04-23', '2010-07-10']",[None]
WebQTest-1177,Abstain,['Chula Vista High School']
WebQTest-1204,['Four Corners'],['Four Corners']
WebQTest-1230,"['Willowbank Wildlife Reserve, Christchurch', 'TranzAlpine', 'Christchurch Arts Centre', 'International Antarctic Centre', 'Christchurch Botanic Gardens', 'Canterbury Museum, Christchurch', 'Air Force Museum of New Zealand', 'Lyttelton Timeball Station', 'Cathedral Square, Christchurch', 'Ferrymead Heritage Park']","['International Antarctic Centre', 'Ferrymead Heritage Park', 'Cathedral Square, Christchurch', 'Willowbank Wildlife Reserve, Christchurch', 'Christchurch Botanic Gardens', 'Christchurch Arts Centre', 'Air Force Museum of New Zealand', 'Canterbury Museum, Christchurch', 'TranzAlpine', 'Lyttelton Timeball Station']"
WebQTest-1252,Abstain,['Miranda Otto']
WebQTest-1275,['Actor'],['Actor']
WebQTest-1300,['Fulham'],['Fulham']
WebQTest-1323,"['Four Seasons Hotel Atlanta', 'Georgia World Congress Center', 'Six Flags White Water', 'Cobb Energy Performing Arts Centre', 'Woodruff Arts Center', 'Martin Luther King, Jr. National Historic Site', 'Hyatt Regency Atlanta', 'CNN Center', 'Peachtree Road Race', 'Centennial Olympic Park', 'Fernbank Science Center', 'Margaret Mitchell House & Museum', 'World of Coca-Cola', 'The Tabernacle', 'Georgia State Capitol', 'Philips Arena', 'Atlanta History Center', 'Georgia Dome', 'Center for Puppetry Arts', 'Omni Coliseum', 'Jimmy Carter Library and Museum', 'Six Flags Over Georgia', 'Turner Field', 'Fox Theatre', 'Atlanta Marriott Marquis', 'Atlanta Symphony Orchestra', 'Fernbank Museum of Natural History', 'Masquerade', 'Atlanta Jewish Film Festival', 'Variety Playhouse', 'Georgia Aquarium', 'Arbor Place Mall', 'Atlanta Cyclorama & Civil War Museum', 'Underground Atlanta', 'Atlanta Ballet', 'Zoo Atlanta']","['Atlanta Symphony Orchestra', 'Turner Field', 'Cobb Energy Performing Arts Centre', 'Four Seasons Hotel Atlanta', 'Underground Atlanta', 'Atlanta Marriott Marquis', 'Georgia World Congress Center', 'The Tabernacle', 'Peachtree Road Race', 'Georgia Aquarium', 'Georgia Dome', 'Philips Arena', 'Omni Coliseum', 'Hyatt Regency Atlanta', 'Centennial Olympic Park', 'Zoo Atlanta', 'Six Flags Over Georgia', 'Six Flags White Water', 'Atlanta Cyclorama & Civil War Museum', 'Georgia State Capitol', 'World of Coca-Cola', 'CNN Center', 'Fernbank Science Center', 'Fernbank Museum of Natural History', 'Fox Theatre', 'Woodruff Arts Center', 'Margaret Mitchell House & Museum', 'Martin Luther King, Jr. National Historic Site', 'Atlanta History Center', 'Variety Playhouse', 'Jimmy Carter Library and Museum', 'Masquerade', 'Arbor Place Mall', 'Atlanta Ballet', 'Center for Puppetry Arts', 'Atlanta Jewish Film Festival']"
WebQTest-1344,Abstain,['Missouri']
WebQTest-1370,Abstain,['Paris']
WebQTest-1396,Abstain,"['Sebastian Shaw', 'David Prowse', 'James Earl Jones']"
WebQTest-1426,"['Utrecht', 'Netherlands', 'Morocco']",['Utrecht']
WebQTest-1455,['Brasília'],['Brasília']
WebQTest-1479,Abstain,['Golfer']
WebQTest-1503,['New York City'],['New York City']
WebQTest-1531,Abstain,['Africa']
WebQTest-1555,"['National Assembly', 'House of Representatives']",[None]
WebQTest-1575,Abstain,"['Google Classroom', 'Google Drive', 'Apache Wave', 'Google Earth', 'Google Buzz', 'Google Docs, Sheets, and Slides', 'Nexus S', 'Google Glass', 'Nexus 7', 'Nexus Q', 'Nexus 10', 'Google Maps', 'Chromecast']"
WebQTest-1603,"['Tao Te Ching', 'I Ching', 'Daozang', 'Zhuang Zhou']","['Zhuang Zhou', 'Tao Te Ching', 'I Ching', 'Daozang']"
WebQTest-1625,"['Ornithopter', 'Triple Barrel Canon', 'Diving suit', 'Anemometer', 'Viola organista', 'Double hull', 'Armored car', '33-Barreled Organ', 'Aerial Screw', 'Parachute']","['Anemometer', 'Diving suit', 'Ornithopter', 'Viola organista', 'Double hull', 'Parachute', 'Triple Barrel Canon', '33-Barreled Organ', 'Aerial Screw', 'Armored car']"
WebQTest-1649,['Dr. Seuss'],[None]
WebQTest-1671,Abstain,['Köping']
WebQTest-1695,Abstain,[None]
WebQTest-1721,"['Omagua dialect', 'Puquina Language', 'Spanish Language', 'Aymara language', 'Waorani Language', 'Ayacucho Quechua']","['Aymara language', 'Omagua dialect', 'Spanish Language', 'Ayacucho Quechua', 'Puquina Language', 'Waorani Language']"
WebQTest-1742,"['Parliamentary system', 'Constitutional monarchy', 'Unitary state']","['Parliamentary system', 'Unitary state', 'Constitutional monarchy']"
WebQTest-1767,"['Martin Luther King, Jr. National Historic Site']","['Martin Luther King, Jr. National Historic Site']"
WebQTest-1791,['1440'],[None]
WebQTest-1812,Abstain,['Saint Michael Parish']
WebQTest-1839,['Central Time Zone'],['Central Time Zone']
WebQTest-1866,['New York'],['New York']
WebQTest-1889,['Al Gore'],['Al Gore']
WebQTest-1912,"['heart attack', 'Pancreatic cancer']","['Pancreatic cancer', 'heart attack']"
WebQTest-1937,Abstain,"['Sailor', 'Explorer']"
WebQTest-1963,['Right guard'],['Right guard']
WebQTest-1990,Abstain,['Nathan Lane']
WebQTest-2011,['Bob Marley Mausoleum'],['Bob Marley Mausoleum']
